Platform,Platform Type,Account,Date,Campaign,Ad Name,Spends,Pannel_Lead,LMS Leads
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1810.03,38,25
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,960.27,29,38
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,543.03,26,38
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,664.34,6,2
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,10.45,1,1
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,590.33,6,5
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad01,71.38,0,5
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad02,398.7,9,5
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad02,38.04,0,5
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad01,391.47,9,5
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad01,260.97,1,1
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-04,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad02,4.56,0,1
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1845.73,36,19
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,1005.27,46,46
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,556.01,20,46
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,714.06,4,3
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,2.54,0,0
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,1.95,0,7
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,609.9,12,7
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad01,102.7,3,5
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad02,343.8,6,5
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad02,38.69,0,4
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad01,417.79,11,4
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad01,266.73,1,1
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-05,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad02,3.2,0,1
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1754.99,36,24
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,967.19,31,41
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,558.29,25,41
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,675.6,9,6
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,12.44,0,0
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,9.19,1,2
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,574.06,5,2
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad01,92.61,0,10
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad02,393.58,21,11
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad02,24.02,0,2
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad01,408.41,3,2
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-06,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad01,335.16,2,2
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1377.85,28,23
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,695.4,26,42
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,399.19,22,41
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,492.16,6,7
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad02,36.21,1,1
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,443.24,12,12
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad01,82.03,3,6
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad02,282.73,6,7
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad02,23.49,3,3
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad01,305.51,6,5
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-07,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad01,217.45,4,2
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,Galgotias_Lead_2026,Galgotias_Leads_2026_P_Ad_01,1818.43,25,20
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Delhi_NCR_Ad01,961.37,24,36
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,IGNOU_Online_Courses_Admission_DFYD,IGNOU_Online_Courses_Admission_DFYD_Rest_Ad01,526.11,24,36
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,CU_Lucknow_Remarketing,CU_Lucknow_Rem_Ad01,699.48,9,6
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad02,62.39,1,4
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,CU_Lucknow_Int,CU_Lucknow_Int_ADG1_Ad01,519.13,8,4
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad01,120.62,6,3
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,UG_Online_Admission_2026 _SF,UG_Online_Admission_SF_Ad_Set01_Ad02,404.24,6,3
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad02,23.44,0,3
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,CU_Mohali_Int,CU_Mohali_Int_ADG1_Ad01,427.76,16,3
Meta Ads,Lead Gen,FaceBook_Degreefyd_B,2026-05-08,CU_Mohali_Rem,CU_Mohali_Rem_ADG1_Ad01,347.92,7,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-01,Online_MBA_SF,Online_MBA_SF_Ad_Set_T1_C1,122.29,0,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-01,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,316.04,3,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-01,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,491.34,18,5
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-01,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,185.41,12,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-01,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,201.11,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-01,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_CR1,194.55,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-01,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR1,6.45,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-01,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,1.03,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-02,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,223.16,3,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-02,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,394.74,15,4
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-02,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,2.9,6,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-02,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,107.87,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-02,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_CR1,269.52,3,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-02,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR1,36.0,0,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-02,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,297.2,3,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-02,CGC_BTECH_REGU_Rem_SF,CGC_BTECH_REGU_Rem_SF_AD_01,274.16,0,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-02,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_SF_CR2,147.53,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-03,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,406.32,12,2
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-03,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,641.84,27,8
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-03,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,67.85,3,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-03,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,210.33,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-03,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_CR1,39.28,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-03,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,369.1,3,2
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-03,CGC_BTECH_REGU_Rem_SF,CGC_BTECH_REGU_Rem_SF_AD_01,420.56,3,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-03,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_SF_CR2,524.49,3,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,300.78,6,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,382.2,21,4
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,36.05,3,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,177.91,9,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_CR1,28.41,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,256.51,0,2
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,CGC_BTECH_REGU_Rem_SF,CGC_BTECH_REGU_Rem_SF_AD_01,188.92,0,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_SF_CR2,304.03,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,Online_UG&PG_SF,Online_UG&PG_SF_CR1,65.06,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,Online_BBA_SF_ASH_1,Online_BBA_SF_ASH_CR1,137.14,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,Online_UG&PG_SF,Online_UG&PG_SF_CR2,141.23,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,Online_UG_Video_SF,Online_UG_Video_SF_VD1,51.61,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-04,Online_UG_Video_SF,Online_UG_Video_SF_VD2,79.9,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,226.98,3,2
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,414.25,18,4
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,85.46,3,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,35.0,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR1,26.97,0,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,164.01,3,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,CGC_BTECH_REGU_Rem_SF,CGC_BTECH_REGU_Rem_SF_AD_01,179.82,3,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_SF_CR2,245.55,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Online_UG&PG_SF,Online_UG&PG_SF_CR1,70.24,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Online_BBA_SF_ASH_1,Online_BBA_SF_ASH_CR1,218.8,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Online_UG&PG_SF,Online_UG&PG_SF_CR2,212.4,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Online_UG_Video_SF,Online_UG_Video_SF_VD2,225.72,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,ONLINE_MBA_SF_ASH_2,ONLINE_MBA_SF_ASH_2_CR1,145.9,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Amity_Online_MBA_SF,Amity_Online_MBA_SF_CR1,221.02,0,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,ONLINE_MBA_SF_ASH_2,ONLINE_MBA_SF_ASH_2_CR2,93.5,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,ONLINE_MBA_SF_ASH_3,ONLINE_MBA_SF_ASH_3_CR1,177.89,3,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,ONLINE_MBA_SF_ASH_3,ONLINE_MBA_SF_ASH_3_CR2,36.59,0,1
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,CU_ONLINE_UG&PG_ASH_4,CU_ONLINE_UG&PG_ASH_4_CR1,76.77,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,CU_ONLINE_UG&PG_ASH_4,CU_ONLINE_UG&PG_ASH_4_CR2,72.35,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Manipal_Online_UG&PG_SF,Manipal_Online_UG&PG_SF_CR1,122.13,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,AMITY_ONLINE_UG&PG_ASH_5,AMITY_ONLINE_UG&PG_ASH_5_CR1,22.08,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,AMITY_ONLINE_UG&PG_ASH_5,AMITY_ONLINE_UG&PG_ASH_5_CR2,11.65,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Shoolini_Online_UG&PG_SF,Shoolini_Online_UG&PG_SF_CR1,3.42,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Manipal_Online_UG&PG_SF,Manipal_Online_UG&PG_SF_CR2,35.98,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Shoolini_Online_UG&PG_SF,Shoolini_Online_UG&PG_SF_CR2,9.15,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-05,Shoolini_Online_UG&PG_IF,Shoolini_Online_UG&PG_IF_CR2,0.19,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,Ignou_Online_MBA,Ignou_Online_MBA_SF_Ad1,90.62,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,IGNOU_ONLINE_DEGREE,IGNOU_ONLINE_Degree_CR1,731.11,18,10
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,Online_MBA_SF_G1,Online_MBA_SF_G1_CR1,131.42,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,Online_MBA_SF_G1,Online_MBA_SF_G1_CR2,43.11,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_CR1,1.09,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,CGC_BTECH_REGU_SF,CGC_BTECH_REGU_SF_CR2,377.17,6,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,CGC_BTECH_REGU_Rem_SF,CGC_BTECH_REGU_Rem_SF_AD_01,309.84,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,CGC_Landran_UG&PG_SF,CGC_Landran_UG&PG_SF_CR2,103.7,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,Online_UG&PG_SF,Online_UG&PG_SF_CR1,91.96,0,4
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,Online_BBA_SF_ASH_1,Online_BBA_SF_ASH_CR1,335.27,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,Online_UG&PG_SF,Online_UG&PG_SF_CR2,340.74,3,4
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,Online_UG_Video_SF,Online_UG_Video_SF_VD2,351.98,0,0
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,ONLINE_MBA_SF_ASH_2,ONLINE_MBA_SF_ASH_2_CR1,111.73,3,2
Meta Ads,Lead Gen,FaceBook_DegreeFYD,2026-05-06,Amity_Online_MBA_SF,Amity_Online_MBA_SF_CR1,361.25,0,0
